,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
19842,35,Private,36989,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,30269
19843,34,Self-emp-not-inc,226296,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Married,White,0,0,51,United-States,<=50K,8137
19845,19,Private,172582,Bachelors Degree,10,Single,Sales,Single,White,0,0,30,United-States,<=50K,39098
19846,53,State-gov,227392,Bachelors Degree,10,Married-civ-spouse,Protective-serv,Married,White,0,0,60,United-States,<=50K,7578
19847,49,Private,187563,Bachelors Degree,10,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,10220
19849,38,Private,239397,Highschool Graduate,4,Married-civ-spouse,Craft-repair,Married,White,0,0,36,Mexico,<=50K,4402
19850,39,Local-gov,327164,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,<=50K,36076
19852,29,Self-emp-inc,187450,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,149169
19853,52,Private,194580,Highschool Graduate,3,Divorced,Farming-fishing,Single,White,0,0,40,United-States,<=50K,15563
19855,20,Private,235442,Bachelors Degree,10,Single,Other-service,Single,White,0,0,35,United-States,<=50K,27929
19856,30,Private,128065,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,0,0,45,United-States,<=50K,24931
19861,24,Private,206861,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,11476
19863,27,Private,189530,Bachelors Degree,10,Single,Sales,Single,White,0,0,35,United-States,<=50K,26136
19864,57,Self-emp-inc,368797,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,26191
19866,50,Private,191062,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,22787
19867,27,Private,132963,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,Black,0,0,40,United-States,<=50K,33723
19869,27,Self-emp-not-inc,66473,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,38656
19875,53,Private,231919,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,45,United-States,<=50K,27550
19876,32,Private,52537,Bachelors Degree,10,Single,Tech-support,Single,Black,0,0,38,United-States,<=50K,22801
19878,53,Private,153052,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,59164
19879,40,Self-emp-not-inc,199303,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,30575
19881,60,Private,238913,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,46,United-States,>50K,270225
19883,37,Private,138441,Highschool Graduate,9,Divorced,Transport-moving,Single,White,0,0,40,United-States,<=50K,29921
19884,25,Private,67467,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,<=50K,4485
19887,18,Private,298860,Highschool Graduate,8,Single,Handlers-cleaners,Single,White,0,0,20,United-States,<=50K,12362
19890,59,Self-emp-not-inc,32552,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,48,United-States,<=50K,44718
19892,33,Private,181091,Highschool Graduate,6,Divorced,Craft-repair,Single,White,0,0,35,England,<=50K,42887
19894,55,Private,181220,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,19515
19895,56,Private,133025,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,29408
19897,51,Private,45599,Highschool Graduate,9,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,35919
19898,43,Private,102180,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,130120
19900,22,Private,138768,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,0,50,United-States,<=50K,15378
19901,43,State-gov,98989,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,49797
19903,30,Private,113364,Bachelors Degree,13,Single,Sales,Single,White,0,0,18,United-States,<=50K,6928
19904,46,Private,376789,Highschool Graduate,9,Single,Other-service,Single,White,0,0,15,United-States,<=50K,24339
19905,27,Private,137063,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,<=50K,46090
19906,26,Private,279145,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,<=50K,31323
19907,25,Self-emp-not-inc,245369,Highschool Graduate,9,Separated,Craft-repair,Single,White,0,0,35,United-States,<=50K,30975
19910,43,Private,156403,Highschool Graduate,6,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,6843
19912,46,Unknown,148489,Highschool Graduate,9,Married-spouse-absent,Unknown,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,49408
19914,42,Private,115511,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,<=50K,33510
19915,36,Private,220585,Technical School,12,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,313509
19916,37,Private,280966,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,50,United-States,>50K,262256
19917,26,Private,291586,Bachelors Degree,13,Single,Transport-moving,Single,White,0,0,20,United-States,<=50K,39660
19919,17,Unknown,104025,Highschool Graduate,7,Single,Unknown,Single,White,0,0,18,United-States,<=50K,18264
19921,54,Private,170562,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,48,United-States,>50K,435480
19923,63,Local-gov,57674,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,48,United-States,<=50K,39709
19924,22,Private,233624,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,43,United-States,<=50K,32941
19925,27,Private,42734,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,36435
19926,33,Private,233107,Highschool Graduate,5,Married-civ-spouse,Craft-repair,Married,White,0,0,33,Mexico,<=50K,42007
19928,50,Private,195844,Technical School,12,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,187638
19930,31,Private,303851,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,14831
19932,53,Self-emp-not-inc,30008,Highschool Graduate,6,Married-civ-spouse,Farming-fishing,Married,White,0,0,35,United-States,<=50K,2108
19934,34,Federal-gov,172716,Highschool Graduate,8,Married-civ-spouse,Armed-Forces,Married,White,0,0,40,United-States,<=50K,19547
19935,27,Private,155057,Highschool Graduate,9,Single,Transport-moving,Single,White,0,0,70,United-States,<=50K,46620
19936,80,Self-emp-not-inc,132728,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,20,United-States,<=50K,27708
19938,40,Private,377322,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,Black,0,0,40,United-States,>50K,56962
19939,53,Local-gov,293941,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,23066
19940,58,Private,182123,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,44,United-States,<=50K,28535
19941,38,Private,32528,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,251380
19942,33,Private,140206,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,422128
19943,48,Local-gov,378221,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,Mexico,>50K,245443
19945,31,Self-emp-not-inc,119411,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,50,United-States,<=50K,33589
19946,52,Self-emp-not-inc,240013,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,70,United-States,<=50K,48708
19947,24,Private,95552,Highschool Graduate,9,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,46178
19948,45,Self-emp-not-inc,183710,Highschool Graduate,5,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,23027
19951,54,Private,53407,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,6923
19952,39,Private,150480,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,55,United-States,>50K,427914
19953,40,Private,175674,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,190277
19954,28,Private,375313,Highschool Graduate,9,Single,Tech-support,Single,Asian-Pac-Islander,0,0,50,United-States,<=50K,18483
19955,21,Unknown,278391,Bachelors Degree,10,Single,Unknown,Single,White,0,0,16,United-States,<=50K,21417
19957,36,Self-emp-inc,487085,Highschool Graduate,4,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,8713
19959,55,Local-gov,133201,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,43116
19960,71,Private,77253,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,17,United-States,<=50K,26019
19961,47,Private,141511,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,204795
19962,17,Self-emp-inc,181608,Highschool Graduate,6,Single,Sales,Single,White,0,0,12,United-States,<=50K,44806
19964,32,Private,154571,Bachelors Degree,10,Single,Other-service,Single,Asian-Pac-Islander,0,0,40,Unknown,<=50K,39702
19967,17,Private,193769,Highschool Graduate,5,Single,Other-service,Single,White,0,0,20,United-States,<=50K,14291
19968,33,Private,277455,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,8208
19969,72,Private,225780,Advanced Degree,16,Single,Prof-specialty,Single,White,0,0,30,United-States,<=50K,3632
19971,65,Private,255386,Highschool Graduate,9,Single,Craft-repair,Single,Asian-Pac-Islander,0,0,40,Cambodia,<=50K,7372
19972,32,Private,174789,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,41308
19973,26,Private,245628,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,Mexico,<=50K,3272
19974,22,Private,228752,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,20281
19975,31,Private,192900,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,4424
19976,28,Self-emp-not-inc,190391,Bachelors Degree,13,Single,Sales,Single,White,0,0,50,United-States,<=50K,4254
19978,34,Private,113198,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,0,0,28,United-States,<=50K,9597
19979,44,Private,207578,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,35,United-States,>50K,188058
19980,27,Private,93206,Bachelors Degree,10,Single,Handlers-cleaners,Single,Asian-Pac-Islander,0,0,40,United-States,<=50K,9644
19981,50,Local-gov,163998,Bachelors Degree,13,Married-civ-spouse,Protective-serv,Married,White,0,0,44,United-States,>50K,455781
19983,20,Private,219122,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,38077
19984,24,Private,111445,Highschool Graduate,9,Single,Sales,Single,White,0,0,38,United-States,<=50K,33987
19985,29,Federal-gov,309778,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,464062
19987,42,Private,303155,Technical School,12,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,14709
19988,20,Unknown,41035,Bachelors Degree,10,Single,Unknown,Single,White,0,0,20,United-States,<=50K,19516
19991,72,Self-emp-not-inc,473748,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,30,United-States,<=50K,48618
19992,45,Federal-gov,71823,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Black,0,0,20,United-States,<=50K,24265
19993,30,Local-gov,83066,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,Black,0,0,40,United-States,<=50K,28704
19994,33,Private,150154,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,7203
19995,43,Private,190786,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,>50K,219748
19996,25,Self-emp-not-inc,159909,Technical School,11,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,28376
19999,31,State-gov,124020,Technical School,12,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,306454
20000,36,Private,159016,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,38,United-States,<=50K,35861
20001,37,Private,183800,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,177572
20002,58,Self-emp-not-inc,193434,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,20,United-States,<=50K,25087
20004,55,Private,98746,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,0,0,50,Canada,>50K,275699
20005,46,Federal-gov,140664,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,48,United-States,>50K,332765
20006,44,Private,169980,Highschool Graduate,7,Married-civ-spouse,Other-service,Married,Black,0,0,60,United-States,<=50K,31862
20007,28,State-gov,155397,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,55,United-States,<=50K,25669
20008,42,Private,245317,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,6346
20009,41,Private,74182,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,43961
20010,39,Private,280570,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,<=50K,16775
20011,64,Self-emp-not-inc,30664,Technical School,11,Married-civ-spouse,Farming-fishing,Married,White,0,0,30,United-States,<=50K,25537
20012,20,Private,109952,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,25,United-States,<=50K,32089
20013,45,Local-gov,192793,Bachelors Degree,10,Married-civ-spouse,Protective-serv,Married,White,0,0,40,United-States,>50K,83581
20014,31,Private,243442,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,50,United-States,<=50K,10612
20015,36,Federal-gov,106297,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,321399
20017,33,Self-emp-not-inc,48702,Technical School,11,Married-civ-spouse,Farming-fishing,Married,White,0,0,65,United-States,<=50K,2230
20018,36,Private,484024,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,10052
20019,40,Private,208470,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,40279
20022,31,Self-emp-not-inc,108468,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,198657
20023,26,Private,168403,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,19730
20024,25,Private,66935,Bachelors Degree,13,Single,Other-service,Single,White,0,0,40,United-States,<=50K,37476
20025,35,Self-emp-not-inc,42044,Technical School,12,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,15570
20026,29,Private,184806,Technical School,15,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,15614
20027,39,Private,1455435,Technical School,12,Separated,Craft-repair,Single,White,0,0,40,United-States,<=50K,47638
20028,44,Self-emp-not-inc,445382,Bachelors Degree,10,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,43442
20029,37,Private,278576,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,60,United-States,>50K,432762
20030,79,Self-emp-not-inc,84979,Technical School,11,Married-civ-spouse,Sales,Married,White,0,0,20,United-States,>50K,227950
20031,36,Private,659504,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Black,0,0,45,United-States,>50K,244333
20032,44,Private,136986,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,>50K,107624
20034,58,Private,205410,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,44361
20035,36,Private,416745,Technical School,12,Divorced,Exec-managerial,Single,White,0,0,48,United-States,<=50K,1055
20036,21,Private,72119,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,45,United-States,<=50K,46565
20037,49,Federal-gov,195949,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,30200
20039,29,Private,439263,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,White,0,0,35,Peru,<=50K,26808
20040,63,Private,213095,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,133387
20042,65,Private,172815,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,47448
20044,42,Private,139012,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,Asian-Pac-Islander,0,0,40,Taiwan,>50K,224889
20046,51,Unknown,130667,Highschool Graduate,9,Separated,Unknown,Single,Black,0,0,6,United-States,<=50K,30069
20047,41,Self-emp-not-inc,147110,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,25,United-States,<=50K,48959
20050,18,Private,111476,Highschool Graduate,7,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,44548
20051,33,Local-gov,289716,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,41174
20052,46,Local-gov,141944,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,38,United-States,>50K,240984
